Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Product subtitle (product.metafields.descriptors.subtitle),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),video (product.metafields.my_fields.video),Chamois type (product.metafields.next_cart.chamois-type),Colección Agu (product.metafields.next_cart.coleccion-agu),Color (product.metafields.next_cart.color),Color Anteojo (product.metafields.next_cart.color-anteojo),Cross-sell Products (product.metafields.next_cart.complementary_products),Genero (product.metafields.next_cart.genero),Height (product.metafields.next_cart.height),ISBN (product.metafields.next_cart.isbn),Length (product.metafields.next_cart.length),Short Description (product.metafields.next_cart.short_description),Talla (product.metafields.next_cart.talla),Talla accesorios (product.metafields.next_cart.talla-accesorios),Temperatura (product.metafields.next_cart.temperatura),Temporada (product.metafields.next_cart.temporada),Tipo Lente (product.metafields.next_cart.tipo-lente),Up-sell Products (product.metafields.next_cart.up_sell_products),Width (product.metafields.next_cart.width),Product rating count (product.metafields.reviews.rating_count),Accessory size (product.metafields.shopify.accessory-size),Activewear clothing features (product.metafields.shopify.activewear-clothing-features),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Bag/Case features (product.metafields.shopify.bag-case-features),Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Carry options (product.metafields.shopify.carry-options),Color (product.metafields.shopify.color-pattern),Compatible bike type (product.metafields.shopify.compatible-bike-type),Compatible eyewear type (product.metafields.shopify.compatible-eyewear-type),Eyewear frame design (product.metafields.shopify.eyewear-frame-design),Eyewear frame material (product.metafields.shopify.eyewear-frame-material),Eyewear lens material (product.metafields.shopify.eyewear-lens-material),Fabric (product.metafields.shopify.fabric),Lens color (product.metafields.shopify.lens-color),Lens polarization (product.metafields.shopify.lens-polarization),Lens type (product.metafields.shopify.lens-type),Material (product.metafields.shopify.material),Neckline (product.metafields.shopify.neckline),Optical frame design (product.metafields.shopify.optical-frame-design),Size (product.metafields.shopify.size),Target gender (product.metafields.shopify.target-gender),UV protection (product.metafields.shopify.uv-protection),Vehicle placement (product.metafields.shopify.vehicle-placement),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Chile,Price / Chile,Compare At Price / Chile,Status
defender-inserto,Defender + Inserto Optico,"<h4><span>En el pack viene un anteojo con su inserto. Después de tu compra, puedes enviarnos tu receta oftalmológica y cotizar la fabricación de los cristales Rodenstock para tu visión en Rudy Project.</span></h4>
<h4></h4>
<h4>Descripción</h4>
<p><meta charset=""utf-8""><span data-mce-fragment=""1"">Inspirado en más de 30 años de herencia de Rudy Project, el Defender combina una actitud de carrera innata con la tecnología de anteojos más avanzada para brindar comodidad incomparable a los atletas y guerreros de fin de semana. </span><span data-mce-fragment=""1"">Las plaquetas nasales y las puntas de las patillas ajustables, el campo de visión ultraprofundo, los suaves protectores de seguridad y el extraordinario sistema de ventilación Power Flow hacen que el Defender sea extremadamente cómodo y seguro.</span></p>
<h4><span data-mce-fragment=""1"">Características</span></h4>
<p><meta charset=""utf-8""><span>- Micas intercambiables</span><br><span>- Almohadillas nasales antideslizantes ajustables</span><br><span>- Patillas antideslizantes totalmente ajustables</span><br><span>- Puntas de patillas adaptables</span><br><span>- Gomas intercambiables</span><br><span>- Ventilación extrema Powerflow</span></p>
<h4><span>Talla y Ajuste</span></h4>
<p>- Peso: 28 gramos<br data-mce-fragment=""1"">- Tamaño micas: 141mm x 44mm<br data-mce-fragment=""1"">- Pata: 118mm<br data-mce-fragment=""1"">- Curva base: 7<br></p>
<h4>Que hay en la caja</h4>
<p><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><meta charset=""utf-8""> <span data-mce-fragment=""1"">- Bolsa de microfibra</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Estuche protector rígido</span></span></p>
<!---->",Rudy Project Shop,Sporting Goods > Athletics > Soccer > Soccer Protective Gear,Anteojos Performance,"",false,Color,Black Matte Smoke Black,,,,,,,,'72230174124198,0.0,shopify,0,deny,manual,209990,,true,true,,,,,'72230174124198,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/1_2e1d1862-c853-4331-92ef-ff6a9ce2ddee.png?v=1722301402,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/1_2e1d1862-c853-4331-92ef-ff6a9ce2ddee.png?v=1722301402,kg,,,true,,,archived
defender-inserto,,,,,,,,,Olive Matte Multilaser Yellow,,,,,,,,'72230187579941,0.0,shopify,0,deny,manual,209990,,true,true,,,,,'72230187579941,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/5_c9df7b5d-1fb5-4c6a-8cc8-0d439512d4d1.png?v=1722301403,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/2_8981605e-e0e5-455d-97bf-275559324351.png?v=1722301403,kg,,,,,,
defender-inserto,,,,,,,,,Emerald White Matte Multilaser Red,,,,,,,,'72230204026335,0.0,shopify,1,deny,manual,209990,,true,true,,,,,'72230204026335,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/9_efe4d2d4-9175-4a64-816b-51da164dd736.png?v=1722301403,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/4_3b768a0d-f0b6-4aaf-a7aa-fad4fc47a63c.png?v=1722301403,kg,,,,,,
defender-inserto,,,,,,,,,White Gloss Fade Blue Multilaser Ice,,,,,,,,'72230215250425,0.0,shopify,0,deny,manual,209990,,true,true,,,,,'72230215250425,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/2_8981605e-e0e5-455d-97bf-275559324351.png?v=1722301403,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/3_7d3d72be-e87f-4a83-9074-72b28c7e974c.png?v=1722301403,kg,,,,,,
defender-inserto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/6_201061a2-99a5-437c-8297-dc2a8b7c9a8f.png?v=1722301403,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
defender-inserto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/10_2e11485c-66e0-4c0e-b929-545d8e68289f.png?v=1722301403,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
defender-inserto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/4_3b768a0d-f0b6-4aaf-a7aa-fad4fc47a63c.png?v=1722301403,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
defender-inserto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/8_03b567fb-4b9f-4b18-827a-5ac8d802b542.png?v=1722301403,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
defender-inserto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/12_677e410c-39dc-4300-97e3-66c15c197b19.png?v=1722301403,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
defender-inserto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/3_7d3d72be-e87f-4a83-9074-72b28c7e974c.png?v=1722301403,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
defender-inserto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/7_deb81ed9-967b-4a18-85db-bf10ed6b5cfc.png?v=1722301403,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
defender-inserto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/11_ae668898-0d3b-4756-91a8-6da3f15b481b.png?v=1722301403,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kelion-inserto,Kelion + Inserto Optico,"<h4><span>En el pack viene un anteojo con su inserto. Después de tu compra, puedes enviarnos tu receta oftalmológica y cotizar la fabricación de los cristales para tu visión en Rudy Project.</span></h4>
<h4>Descripción</h4>
<p><meta charset=""utf-8""><span>Presentamos los revolucionarios anteojos Kelion de Rudy Project: anteojos de rendimiento ecológicas para todos los atletas, especialmente ciclistas de carretera, gravel y montaña que buscan una protección superior y la máxima comodidad. </span><span>Los anteojos Rudy Project Kelion combinan materiales de montura de bioplástico Rilsan Clear®, un diseño moderno de vanguardia, una funcionalidad incomparable y una comodidad excepcional para brindar lo último en gafas.</span></p>
<h4><span>Características</span></h4>
<p><span><meta charset=""utf-8""> - Ventilación extrema Powerflow<br>- Material de montura transparente y sostenible Rilsan<br>- Micas intercambiables<br>- Almohadillas nasales antideslizantes ajustables<br>- Patillas antideslizantes totalmente ajustables</span></p>
<h4><span>Talla y Ajuste</span></h4>
<p><span><meta charset=""utf-8""> - Recomendado para rostros medianos a grandes<br>- Peso: 36 gramos<br>- Tamaño de micas: 144<br>- Curva base - 5.2</span></p>
<h4><span>Que hay en la caja</span></h4>
<p><span><meta charset=""utf-8""> - Bolsa de microfibra<br>- Estuche protector rígido</span></p>
<!---->",Rudy Project,Sporting Goods > Outdoor Recreation > Cycling > Cycling Apparel & Accessories,Anteojos performance,"",false,Color,Crystal Blue Gloss Multilaser Yellow,,,,,,,,"",0.0,shopify,0,deny,manual,229990,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/1_5d3cde3e-1700-41e3-8511-f7c66022d209.png?v=1722298273,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rosa; amarillo; negro; verde; rojo,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/5.png?v=1722292247,kg,,,true,,,archived
kelion-inserto,,,,,,,,,Crystal Ash Multilaser Green,,,,,,,,'72229300618814,0.0,shopify,0,deny,manual,229990,,true,true,,,,,'72229300618814,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/7_07ec95d6-c5e6-456a-b202-828a29c90b8c.png?v=1722298273,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/4_6b584c1b-99a2-449b-a381-839160c0b1d0.png?v=1722292228,kg,,,,,,
kelion-inserto,,,,,,,,,Crystal Red Gloss Multilaser Red,,,,,,,,'72229875563891,0.0,shopify,0,deny,manual,229990,,true,true,,,,,'72229875563891,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/11_66008ea7-1330-4954-a225-a83a02aae0c3.png?v=1722298273,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/3_02dd28fd-8bd7-45e2-9bdd-10b3bc428388.png?v=1722292213,kg,,,,,,
kelion-inserto,,,,,,,,,Olive Matte Multilaser Yellow,,,,,,,,'72229887914183,0.0,shopify,0,deny,manual,229990,,true,true,,,,,'72229887914183,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/2_c1b22c73-47dd-40b8-a3fb-6fa877df0c41.png?v=1722298273,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/2_c4a81deb-6d1c-4b2c-a8f2-80a85be9c692.png?v=1722292198,kg,,,,,,
kelion-inserto,,,,,,,,,Pink Fluo Matte Multilaser Sunset,,,,,,,,'72229896521537,0.0,shopify,1,deny,manual,229990,,true,true,,,,,'72229896521537,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/8_8001e357-d423-47f5-8d7f-d4271ebcd2cd.png?v=1722298273,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/1_51810d4c-17b3-4c28-82df-9a76af0424d2.png?v=1722292175,kg,,,,,,
kelion-inserto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/12_c5b78353-103b-481b-9b58-60048307b842.png?v=1722298273,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kelion-inserto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/4_e5cc9933-c314-46d6-99e8-d607e94c4473.png?v=1722298273,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kelion-inserto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/6_116a3415-7c8a-4e86-b5b2-bffa6aef3bbe.png?v=1722298273,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kelion-inserto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/14_13569f19-52ba-4b6b-86e2-cf42e1d1c287.png?v=1722298273,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kelion-inserto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/3_3d98acc8-cbaf-499d-b0f6-b6d13e824680.png?v=1722298273,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kelion-inserto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/9_6694c2c5-ac3f-4b9c-8408-249301aca63a.png?v=1722298273,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kelion-inserto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/13_850c5638-a299-4a51-8792-edc34d2e9d13.png?v=1722298273,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kelion-inserto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/5_58cd2d5b-dc67-4f90-be1e-218dccc758aa.png?v=1722298273,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kelion-inserto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/10.png?v=1722298273,14,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kelion-inserto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/15_5a8709aa-3ab5-4c56-9775-e1e06f0c39d3.png?v=1722298273,15,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kelion-inserto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/5.png?v=1722292247,16,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kelion-inserto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/4_6b584c1b-99a2-449b-a381-839160c0b1d0.png?v=1722292228,17,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kelion-inserto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/3_02dd28fd-8bd7-45e2-9bdd-10b3bc428388.png?v=1722292213,18,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kelion-inserto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/2_c4a81deb-6d1c-4b2c-a8f2-80a85be9c692.png?v=1722292198,19,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kelion-inserto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/1_51810d4c-17b3-4c28-82df-9a76af0424d2.png?v=1722292175,20,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anteojos-rudy-project-spinshield-air-fotocromaticos-impactx,Anteojos Rudy Project Spinshield Air Fotocromáticos ImpactX Laser,"<h3>Spinshield Air — El Spinshield Evolucionado con Montura Half Rim y Prescription Ready</h3><p>El Spinshield Air lleva el ADN del Spinshield original un paso más allá con su montura half rim que reduce el peso al mínimo y potencia la ligereza sin sacrificar cobertura. La lente cilíndrica envolvente de horizonte profundo mantiene la misma protección periférica del modelo original, con una silueta más limpia y moderna que funciona tanto para ciclismo y running como para el uso diario en ciudad. Fabricado en Italia con más de 40 años de saber hacer técnico, el Spinshield Air ofrece la geometría Non-Slip Compression Fit que asegura un calce natural sin presión excesiva — ahora también disponible en fit estándar y fit asiático.</p><h3>Marco Half Rim y Lente de Alto Rendimiento</h3><p>La montura half rim elimina material innecesario para un peso de solo 26g. El lente cilíndrico panorámico plano entrega máxima cobertura visual y un look atractivo. Los lentes Multilaser RP Optics ofrecen protección 100% UVA/UVB con acabado espejo de alta calidad; los lentes ImpactX® Photochromic 2 incorporan polímero de transición avanzada que oscurece y aclara el lente en segundos según la intensidad UV — categorías 1 a 3 — sin necesidad de cambiar la mica durante la actividad. El Spinshield Air también es compatible con inserto de prescripción especialmente diseñado para lentes cilíndricos.</p><h3>Características Clave</h3><p>Las patillas con insertos de goma antideslizante garantizan sujeción estable en movimiento, y las almohadillas nasales blandas se adaptan al puente para máxima comodidad en uso prolongado. Elegible para pago con HSA/FSA.</p><ul>
<li>Ultra Liviano (26 gramos)</li>
<li>Óptica RP D-Centered</li>
<li>Bloquea el 100% de los rayos UV</li>
<li>Bisagras de seguridad</li>
<li>Patillas antideslizantes</li>
<li>Plaquetas nasales antideslizantes</li>
<li>Compatible con prescripción (Inserto Óptico)</li>
</ul>
<h3>Características del Producto</h3>
<table>
<tr>
<td>
<img src=""https://www.rudyprojectna.com/cdn/shop/files/features_AntiSlipTemples_150x.png?v=1759434569"" alt=""Patillas Anti-Slip""><br><strong>Patillas Anti-Slip</strong><br>Agarre firme bajo esfuerzo</td>
<td>
<img src=""https://www.rudyprojectna.com/cdn/shop/files/features_AtiSlipNosepiece_150x.png?v=1759434213"" alt=""Plaquetas Antideslizantes""><br><strong>Plaquetas Antideslizantes</strong><br>Sujeción estable sin presión</td>
<td>
<img src=""https://www.rudyprojectna.com/cdn/shop/files/features_RxReady_150x.png?v=1759357151"" alt=""Compatible con Prescripción""><br><strong>Compatible con Prescripción</strong><br>Inserto óptico o RX directo</td>
</tr>
</table>

<h3>Dimensiones y Fit</h3>
<img src=""https://cdn.shopify.com/s/files/1/2338/3111/files/Sunglass-Size-Graphic-Spinshield-Air.png?v=1722635581"" alt=""Dimensiones Spinshield Air"" width=""100%"">
<p>Peso: 26g · A: 147mm · B: 59mm · Patilla: 125mm · Curva Base: 5.2 · Caras medianas y grandes</p>
<img src=""https://cdn.shopify.com/s/files/1/2338/3111/files/rudy-project-sunglass-face-shape-medium-large.webp?v=1741374667"" alt=""Ideal para caras medianas y grandes"" width=""50%"">
<img src=""https://cdn.shopify.com/s/files/1/2338/3111/files/rudy-project-made-in-italy.webp?v=1741373321"" alt=""Hecho en Italia desde 1985"" width=""40%"">
<p><strong>Qué incluye:</strong> Funda de microfibra, Anteojos Spinshield Air, Almohadillas nasales adicionales para fit asiático.</p>",Rudy Project,Apparel & Accessories > Clothing Accessories > Sunglasses,Anteojos Performance,"anteojos, ciclismo, impactx, lentes-fotocromaticos, performance, rudy-project, running, spinshield-air, ultraligero",true,Color,Black Matte ImpactX Fotocromático Laser Black,,,,,,,,SP847806-0003,0.0,shopify,1,deny,manual,199990,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/SP847558-0001_10_d911957d-ec5b-4188-a3fd-95f3ff070e0c.jpg?v=1770824785,1,Anteojos Rudy Project Spinshield Air fotocromáticos ImpactX Laser vista frontal,false,Anteojos Rudy Project Spinshield Air Fotocromáticos | ImpactX Laser,"Spinshield Air Rudy Project con lente ImpactX fotocromático Laser. Ultraligero, amplio campo de visión. Ideal para ciclismo y running. Envío a Chile.",178,,,,,,,,,,,,,,,,,,,,,,,"Las Rudy Project Spinshield Air combinan diseño ligero, gran cobertura visual y alto rendimiento deportivo. Su lente fotocromática ImpactX Photochromic 2 Laser Purple se adapta rápidamente a la luz, mejora el contraste y ofrece protección total UVA/UVB, siendo ideal para ciclismo, running y actividades al aire libre.",,,,,,,,,,,,,,,,,,,,,plastico,plastico,,,,,,,marco-completo,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/SP847806-0003_10_1dfa5087-e93e-44e0-8366-1984eff4fe73.jpg?v=1770824785,kg,,,true,,,active
anteojos-rudy-project-spinshield-air-fotocromaticos-impactx,,,,,,,,,White Matte Impactx Fotocromático Purple,,,,,,,,SP847558-0001,0.0,shopify,4,deny,manual,199990,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/SP847806-0003_10_1dfa5087-e93e-44e0-8366-1984eff4fe73.jpg?v=1770824785,2,Anteojos Rudy Project Spinshield Air fotocromáticos ImpactX Laser vista lateral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/SP847558-0001_10_d911957d-ec5b-4188-a3fd-95f3ff070e0c.jpg?v=1770824785,kg,,,,,,
anteojos-rudy-project-spinshield-air-fotocromaticos-impactx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/SP847806-0003_3ff900da-3c47-411c-abcc-13ba90c39230.jpg?v=1770824785,3,Anteojos Rudy Project Spinshield Air fotocromáticos detalle lente ImpactX Laser Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anteojos-rudy-project-spinshield-air-fotocromaticos-impactx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/SP847806-0003_30_34c584ce-2800-42bb-9755-7b12b468816c.jpg?v=1770824785,4,Anteojos Rudy Project Spinshield Air fotocromáticos ImpactX Laser Purple vista frontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anteojos-rudy-project-spinshield-air-fotocromaticos-impactx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/SP847558-0001_3d1ca3b3-57dd-4c69-8f80-ac333b55fd0f.jpg?v=1719271752,5,Anteojos Rudy Project Spinshield Air fotocromáticos ImpactX vista en tres cuartos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anteojos-rudy-project-spinshield-air-fotocromaticos-impactx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/SP847558-0001_30_257270ed-5e60-43e3-9a75-29f19ddd6537.jpg?v=1719271752,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
